start,duration,text,clean_text
1861.039,4.441,that the AI can help you as as Dale,thattheaicanhelpyouasasdale
1863.44,3.76,Carnegie would say find the hidden,carnegiewouldsayfindthehidden
1865.48,4.24,objections to why the person said no to,objectionstowhythepersonsaidnoto
1867.2,5.56,the sale and help iterate perhaps with,thesaleandhelpiterateperhapswith
1869.72,5.199,human guidance on how to get to a yes I,humanguidanceonhowtogettoayesi
1872.76,3.759,I do believe we will see that happening,idobelievewewillseethathappening
1874.919,3.6,today because imagine if you can ingest,todaybecauseimagineifyoucaningest
1876.519,5.12,the best sales books ever written in the,thebestsalesbookseverwritteninthe
1878.519,4.921,world and we have the Evan agent now uh,worldandwehavetheevanagentnowuh
1881.639,4.201,with James voice reaching out and,withjamesvoicereachingoutand
1883.44,3.88,calling people it will figure out how to,callingpeopleitwillfigureouthowto
1885.84,3.079,get the person to say yes now whether,getthepersontosayyesnowwhether
1887.32,4.28,they buy or not that's something else,theybuyornotthatssomethingelse
1888.919,4.72,but that also is very particular to what,butthatalsoisveryparticulartowhat
1891.6,3.6,it's being sold and so it's I don't,itsbeingsoldandsoitsidont
1893.639,3.76,think it's a generic solution but a,thinkitsagenericsolutionbuta
1895.2,4.079,specific one but I I do think that we,specificonebutiidothinkthatwe
1897.399,3.88,are living in this Brave New Generation,arelivinginthisbravenewgeneration
1899.279,4.64,and what I've seen since the last uh,andwhativeseensincethelastuh
1901.279,6.041,cluecon is a few companies in fact one,clueconisafewcompaniesinfactone
1903.919,6.321,of my friends is using an llm to answer,ofmyfriendsisusinganllmtoanswer
1907.32,4.92,phone calls no more ivrs MH actually,phonecallsnomoreivrsmhactually
1910.24,5.439,doing two things answering calls of an,doingtwothingsansweringcallsofan
1912.24,7.76,llm and then depending upon the person,llmandthendependingupontheperson
1915.679,6.561,who's calling having the voice dialect,whoscallinghavingthevoicedialect
1920.0,4.32,chosen so that if it's a certain version,chosensothatifitsacertainversion
1922.24,3.6,of Spanish they're from Guatemala they,ofspanishtheyrefromguatemalathey
1924.32,3.0,get the Guatemala version or they get,gettheguatemalaversionortheyget
1925.84,3.52,the Mexican version no no no they get,themexicanversionnononotheyget
1927.32,5.0,the Puerto Rican version where we're now,thepuertoricanversionwherewerenow
1929.36,4.64,solving the Tower of Babel issue um and,solvingthetowerofbabelissueumand
1932.32,3.44,we're doing that through AR that's not,weredoingthatthrougharthatsnot
1934.0,4.32,the vcon side that's just other,thevconsidethatsjustother
1935.76,5.759,applications so I I do believe that you,applicationssoiidobelievethatyou
1938.32,5.0,will see tremendous growth and this will,willseetremendousgrowthandthiswill
1941.519,3.961,transcend into many different business,transcendintomanydifferentbusiness
1943.32,4.079,sectors and I think that multimodal,sectorsandithinkthatmultimodal
1945.48,3.559,aspect of it right where you can do,aspectofitrightwhereyoucando
1947.399,3.361,things like accent transfer so if I'm,thingslikeaccenttransfersoifim
1949.039,3.321,from rural Kentucky you can have a,fromruralkentuckyyoucanhavea
1950.76,3.759,default voice that has a rural Kentucky,defaultvoicethathasaruralkentucky
1952.36,4.159,accent placed on it it actually makes it,accentplacedonititactuallymakesit
1954.519,3.681,does it does affect people's perception,doesitdoesaffectpeoplesperception
1956.519,3.201,of the calling like you know whether,ofthecallinglikeyouknowwhether
1958.2,2.719,they'll buy or whether they are calling,theyllbuyorwhethertheyarecalling
1959.72,2.88,they just the government because their,theyjustthegovernmentbecausetheir
1960.919,3.64,powers whatever the reason is right,powerswhateverthereasonisright
1962.6,3.64,having it tailored to the person is,havingittailoredtothepersonis
1964.559,2.96,certainly I think a direction a lot of,certainlyithinkadirectionalotof
1966.24,3.799,this is going and I know people out here,thisisgoingandiknowpeopleouthere
1967.519,4.601,who are building just one one also,whoarebuildingjustoneonealso
1970.039,4.12,digital rights dig rights so if you're,digitalrightsdigrightssoifyoure
1972.12,4.48,thinking about people abusing copyrights,thinkingaboutpeopleabusingcopyrights
1974.159,4.36,and stuff like that look to the Vons and,andstufflikethatlooktothevonsand
1976.6,4.76,things like vcon for enforcement,thingslikevconforenforcement
1978.519,6.12,purposes cuz we finally have a standard,purposescuzwefinallyhaveastandard
1981.36,6.039,to push up against to fight for that mhm,topushupagainsttofightforthatmhm
1984.639,2.76,cool very,coolvery
1989.0,5.799,cool,cool
1990.88,7.0,um voice okay until probably a few weeks,umvoiceokayuntilprobablyafewweeks
1994.799,5.84,ago I was sort of on a down voice and I,agoiwassortofonadownvoiceandi
1997.88,5.56,was kind of going really why is Jeff so,waskindofgoingreallywhyisjeffso
2000.639,6.441,obsessed with bloody voice no one uses,obsessedwithbloodyvoicenooneuses
2003.44,6.199,it anymore right I use text which is a,itanymorerightiusetextwhichisa
2007.08,5.719,shortened version of language which is,shortenedversionoflanguagewhichis
2009.639,5.4,unintelligable in general and I to type,unintelligableingeneralanditotype
2012.799,3.72,search into Google search which is a,searchintogooglesearchwhichisa
2015.039,5.441,different language it it doesn't have,differentlanguageititdoesnthave
2016.519,7.241,any verbs in it no no and then over the,anyverbsinitnonoandthenoverthe
2020.48,5.6,last couple of months um probably six,lastcoupleofmonthsumprobablysix
2023.76,4.48,months I've I've changed I now do all my,monthsiveivechangedinowdoallmy
2026.08,5.319,search and all my scientific research in,searchandallmyscientificresearchin
2028.24,6.0,chat gbt and Claude and they require you,chatgbtandclaudeandtheyrequireyou
2031.399,5.801,to talk to them in natural language and,totalktotheminnaturallanguageand
2034.24,5.36,this morning I spent all this morning uh,thismorningispentallthismorninguh
2037.2,3.92,talking to open Ai and having it turning,talkingtoopenaiandhavingitturning
2039.6,4.12,into language so I didn't have to type,intolanguagesoididnthavetotype
2041.12,5.32,out lots of words cuz it's faster and,outlotsofwordscuzitsfasterand
2043.72,5.48,it's way way faster at getting you an,itswaywayfasteratgettingyouan
2046.44,5.0,answer to anything complex in science,answertoanythingcomplexinscience
2049.2,5.84,than Google search so I my killer,thangooglesearchsoimykiller
2051.44,6.04,application is search I'm 100% moved and,applicationissearchim100movedand
2055.04,5.48,I think Tony yeah I know just one one,ithinktonyyeahiknowjustoneone
2057.48,4.76,point is that Google Google search,pointisthatgooglegooglesearch
2060.52,3.92,required you and everyone else to speak,requiredyouandeveryoneelsetospeak
2062.24,4.48,the language of Google search you know,thelanguageofgooglesearchyouknow
2064.44,5.32,the how many people here are using,thehowmanypeoplehereareusing
2066.72,4.6,perplexity write down perplexity doai I,perplexitywritedownperplexitydoaii
2069.76,4.56,don't represent them I'm not not an,dontrepresentthemimnotnotan
2071.32,5.48,investor but it's allows you to ask a,investorbutitsallowsyoutoaska
2074.32,4.839,question in your native language not in,questioninyournativelanguagenotin
2076.8,5.319,the way that Google optimizes to answer,thewaythatgoogleoptimizestoanswer
2079.159,5.52,questions and that's the AHA is that we,questionsandthatstheahaisthatwe
2082.119,4.56,finally go back to be be able to be,finallygobacktobebeabletobe
2084.679,3.641,conversational and that's truly the,conversationalandthatstrulythe
2086.679,3.761,Breakthrough that we're talking about,breakthroughthatweretalkingabout
2088.32,3.64,and perplexity figure that out and,andperplexityfigurethatoutand
2090.44,3.52,that's why Google's having so many other,thatswhygoogleshavingsomanyother
2091.96,4.639,issues but it's because we don't have to,issuesbutitsbecausewedonthaveto
2093.96,4.119,speak in the language of the developer,speakinthelanguageofthedeveloper
2096.599,2.601,who created the search engine I think,whocreatedthesearchengineithink
2098.079,2.681,that's you know the idea that we are,thatsyouknowtheideathatweare
2099.2,3.56,people talking to machines the machines,peopletalkingtomachinesthemachines
2100.76,3.96,we can talk about gu I know one of your,wecantalkaboutguiknowoneofyour
2102.76,4.24,best examples Tony is looking up FFM Peg,bestexamplestonyislookingupffmpeg
2104.72,3.76,commands right you can ask it rather,commandsrightyoucanaskitrather
2107.0,4.119,than having to dig through and you know,thanhavingtodigthroughandyouknow
2108.48,4.119,they impossible mhm and just like you,theyimpossiblemhmandjustlikeyou
2111.119,3.561,can just oh what is this here's the flag,canjustohwhatisthisherestheflag
2112.599,4.561,and here's what it works and saves 100,andhereswhatitworksandsaves100
2114.68,5.84,hours of messing around I I just wanted,hoursofmessingaroundiijustwanted
2117.16,5.08,to add oh again I'm sorry uh in terms of,toaddohagainimsorryuhintermsof
2120.52,4.8,specialized language it's amazing how,specializedlanguageitsamazinghow
2122.24,5.64,quickly Google Foo snuck up on us this,quicklygooglefoosnuckuponusthis
2125.32,4.84,all of a sudden everyone everyone speak,allofasuddeneveryoneeveryonespeak
2127.88,4.719,Google and yeah perplexity in J gbt is,googleandyeahperplexityinjgbtis
2130.16,5.56,definitely changing that amongst others,definitelychangingthatamongstothers
2132.599,6.121,MH I'd like to add in in this point,mhidliketoaddininthispoint
2135.72,5.52,about the search engine changing and I'm,aboutthesearchenginechangingandim
2138.72,5.2,also using a lot of course the llm to do,alsousingalotofcoursethellmtodo
2141.24,6.359,searching but it also opens New,searchingbutitalsoopensnew
2143.92,6.48,Opportunities not just for changing your,opportunitiesnotjustforchangingyour
2147.599,6.801,browser or search engines it opens new,browserorsearchenginesitopensnew
2150.4,7.919,opportunity to build new AI assistant,opportunitytobuildnewaiassistant
2154.4,6.8,to uh query actually very complex,touhqueryactuallyverycomplex
2158.319,6.321,guides I don't know it could be maybe,guidesidontknowitcouldbemaybe
2161.2,5.919,the complex manual of a nuclear plant or,thecomplexmanualofanuclearplantor
2164.64,5.64,a mega yacht or something very complex,amegayachtorsomethingverycomplex
2167.119,7.48,and now I can use natural language to,andnowicanusenaturallanguageto
2170.28,7.24,get in into that MH uh with drag what,getinintothatmhuhwithdragwhat
2174.599,5.881,Luca was mentioning nowadays so this is,lucawasmentioningnowadayssothisis
2177.52,5.92,also a new kind of applications that I,alsoanewkindofapplicationsthati
2180.48,5.48,see not just moving from the search,seenotjustmovingfromthesearch
2183.44,3.96,engine very business oriented I think,engineverybusinessorientedithink
2185.96,2.96,you're you're pointing out like the idea,youreyourepointingoutliketheidea
2187.4,3.4,that having access to all those,thathavingaccesstoallthose
2188.92,3.64,documents in sort of a rag style format,documentsinsortofaragstyleformat
2190.8,5.039,even on your computer and if you,evenonyourcomputerandifyou
2192.56,5.12,remember uh in the in the mid one of the,rememberuhintheinthemidoneofthe
2195.839,3.28,revisions of Microsoft Windows in the,revisionsofmicrosoftwindowsinthe
2197.68,3.56,mid 2000s they were trying to get rid of,mid2000stheyweretryingtogetridof
2199.119,3.681,the start bar and they wanted to replace,thestartbarandtheywantedtoreplace
2201.24,2.92,it with just a search right you search,itwithjustasearchrightyousearch
2202.8,2.92,and would find the right file for you,andwouldfindtherightfileforyou
2204.16,3.0,and display it and try to get it and it,anddisplayitandtrytogetitandit
2205.72,3.52,never took off right it was not didn't,nevertookoffrightitwasnotdidnt
2207.16,4.0,really work however that is basically,reallyworkhoweverthatisbasically
2209.24,3.24,how I use my laptop now I have things,howiusemylaptopnowihavethings
2211.16,3.199,saved I don't know where any of them,savedidontknowwhereanyofthem
2212.48,3.76,live in which folder I just go to,liveinwhichfolderijustgoto
2214.359,3.561,Spotlight I search for it and the other,spotlightisearchforitandtheother
2216.24,3.0,day classically I was trying to find I,dayclassicallyiwastryingtofindi
2217.92,3.24,think a passport number for one of my,thinkapassportnumberforoneofmy
2219.24,3.28,kids typed in passport and literally it,kidstypedinpassportandliterallyit
2221.16,3.48,l through my photos found the word,lthroughmyphotosfoundtheword
2222.52,4.36,passport in the photo I was like of,passportinthephotoiwaslikeof
2224.64,5.08,Harrison my son pulled up this thing and,harrisonmysonpulledupthisthingand
2226.88,4.8,it was just there and that ability to,itwasjustthereandthatabilityto
2229.72,3.84,find things like that deep inside the,findthingslikethatdeepinsidethe
2231.68,3.88,computer but also across you know in a,computerbutalsoacrossyouknowina
2233.56,4.6,vcon format across conversations across,vconformatacrossconversationsacross
2235.56,4.759,Industries modalities is a really really,industriesmodalitiesisareallyreally
2238.16,5.32,powerful mechanism that is changing the,powerfulmechanismthatischangingthe
2240.319,5.161,way people interact with these Services,waypeopleinteractwiththeseservices
2243.48,5.24,personal uh it's becoming your personal,personaluhitsbecomingyourpersonal
2245.48,5.68,assistant if you think about and it,assistantifyouthinkaboutandit
2248.72,4.119,augment your intelligence as well and it,augmentyourintelligenceaswellandit
2251.16,3.24,would be cool to have it in you know in,wouldbecooltohaveitinyouknowin
2252.839,4.161,the conversations are things we use that,theconversationsarethingsweusethat
2254.4,4.24,are outside of the like personal,areoutsideofthelikepersonal
2257.0,2.96,computer through store or you know,computerthroughstoreoryouknow
2258.64,2.84,whether you have it at a workplace like,whetheryouhaveitataworkplacelike
2259.96,3.399,if they can look back through regulatory,iftheycanlookbackthroughregulatory
2261.48,3.48,filings or something happened pull the,filingsorsomethinghappenedpullthe
2263.359,3.48,the patterns out of that or some sort of,thepatternsoutofthatorsomesortof
2264.96,3.92,interesting information there's so much,interestinginformationtheressomuch
2266.839,3.921,more processing that can be done I mean,moreprocessingthatcanbedoneimean
2268.88,3.959,you look at just that example there I,youlookatjustthatexampletherei
2270.76,3.559,mean someone was abusing you right,meansomeonewasabusingyouright
2272.839,2.681,they're asking you to get a passport,theyreaskingyoutogetapassport
2274.319,3.8,number because they need to be filled in,numberbecausetheyneedtobefilledin
2275.52,4.64,a form for some bizarre right why can't,aformforsomebizarrerightwhycant
2278.119,3.881,they just ask your AI assistant to do it,theyjustaskyouraiassistanttodoit
2280.16,5.04,for them why do they have to waste your,forthemwhydotheyhavetowasteyour
2282.0,5.24,time on that job right and it happens,timeonthatjobrightandithappens
2285.2,4.72,all the time I doing some medical stuff,allthetimeidoingsomemedicalstuff
2287.24,4.2,with my daughter you have to give them,withmydaughteryouhavetogivethem
2289.92,5.6,every piece of information every time,everypieceofinformationeverytime
2291.44,5.76,you see them 20 boxes of text thousand,youseethem20boxesoftextthousand
2295.52,5.96,times I don't know how many times not,timesidontknowhowmanytimesnot
2297.2,6.44,thousand but 20 just it's you know so AI,thousandbut20justitsyouknowsoai
2301.48,3.16,assistants are going to uh be able to do,assistantsaregoingtouhbeabletodo
2303.64,3.0,this and you're going to have to trust,thisandyouregoingtohavetotrust
2304.64,3.76,them a lot you're going to give them all,themalotyouregoingtogivethemall
2306.64,3.8,your private information,yourprivateinformation
2308.4,5.08,and they can go run a muck with,andtheycangorunamuckwith
2310.44,4.48,it I would just jump in and mention I I,itiwouldjustjumpinandmentionii
2313.48,3.52,said this at an event I did eight years,saidthisataneventidideightyears
2314.92,4.36,ago it hasn't happen then but I do,agoithasnthappenthenbutido
2317.0,4.16,believe that you'll see two things that,believethatyoullseetwothingsthat
2319.28,3.36,browsers go away if you think about the,browsersgoawayifyouthinkaboutthe
2321.16,3.76,most inefficient way to do business is,mostinefficientwaytodobusinessis
2322.64,5.32,through a browser let face it right and,throughabrowserletfaceitrightand
2324.92,5.0,that you I I I was pontificating at this,thatyouiiiwaspontificatingatthis
2327.96,3.359,idea that if we have machine to- machine,ideathatifwehavemachinetomachine
2329.92,3.28,communication most effective most,communicationmosteffectivemost
2331.319,3.28,efficient you know back then I was,efficientyouknowbacktheniwas
2333.2,3.399,advocating that you know if you're,advocatingthatyouknowifyoure
2334.599,3.401,looking for search you know put the,lookingforsearchyouknowputthe
2336.599,3.201,search out there so that the machines,searchouttheresothatthemachines
2338.0,4.119,can find you people want something,canfindyoupeoplewantsomething
2339.8,3.64,different M and that what you may find,differentmandthatwhatyoumayfind
2342.119,3.761,actually is another way for people to,actuallyisanotherwayforpeopleto
2343.44,4.44,communicate to do business uh I'm not,communicatetodobusinessuhimnot
2345.88,5.12,advocating that we go back to the 1990s,advocatingthatwegobacktothe1990s
2347.88,5.12,version of websites with their brochures,versionofwebsiteswiththeirbrochures
2351.0,3.88,however we should look to another way to,howeverweshouldlooktoanotherwayto
2353.0,3.96,do Commerce just because Google made us,docommercejustbecausegooglemadeus
2354.88,3.92,do something for so long doesn't make it,dosomethingforsolongdoesntmakeit
2356.96,3.639,the best way ever right and that if we,thebestwayeverrightandthatifwe
2358.8,4.08,were to have these AI Bots let's let's,weretohavetheseaibotsletslets
2360.599,3.76,face it you know maybe you guys have a,faceityouknowmaybeyouguyshavea
2362.88,2.479,birthday coming up an anniversary,birthdaycomingupananniversary
2364.359,3.921,something where you're going to get a,somethingwhereyouregoingtogeta
2365.359,4.72,gift imagine you you can give your AI,giftimagineyouyoucangiveyourai
2368.28,3.6,$100 and have it buy you the gift that,100andhaveitbuyyouthegiftthat
2370.079,4.361,you won't buy yourself it knows where to,youwontbuyyourselfitknowswhereto
2371.88,4.6,look it knows it knows deeply where to,lookitknowsitknowsdeeplywhereto
2374.44,3.919,look to what websites you go to and what,looktowhatwebsitesyougotoandwhat
2376.48,3.28,you want and it'll buy you those things,youwantanditllbuyyouthosethings
2378.359,2.841,that no one else will ever think of,thatnooneelsewilleverthinkof
2379.76,2.96,getting you because help me buy my,gettingyoubecausehelpmebuymy
2381.2,3.24,family Christmas gifts that' be useful,familychristmasgiftsthatbeuseful
2382.72,4.72,no because it actually will go imagine,nobecauseitactuallywillgoimagine
2384.44,5.159,your family opts in to allow your B your,yourfamilyoptsintoallowyourbyour
2387.44,4.44,AI to see what they really want you'll,aitoseewhattheyreallywantyoull
2389.599,4.121,never know but they'll get what they,neverknowbuttheyllgetwhatthey
2391.88,3.04,want because they they share that with,wantbecausetheytheysharethatwith
2393.72,3.879,you and that's where I'm going with my,youandthatswhereimgoingwithmy
2394.92,4.36,mind that that that we have the ability,mindthatthatthatwehavetheability
2397.599,3.881,finally to be more effective so that,finallytobemoreeffectivesothat
2399.28,3.559,frankly instead of filling out 22 pages,franklyinsteadoffillingout22pages
2401.48,3.48,of medical information where it's the,ofmedicalinformationwhereitsthe
2402.839,4.641,same information repeated page after,sameinformationrepeatedpageafter
2404.96,4.8,page after page filled out automatically,pageafterpagefilledoutautomatically
2407.48,3.839,you get to that efficiency the data is,yougettothatefficiencythedatais
2409.76,4.04,stored in a way that it's machine to,storedinawaythatitsmachineto
2411.319,3.841,machine understood but people to people,machineunderstoodbutpeopletopeople
2413.8,3.44,is different and that's where I think,isdifferentandthatswhereithink
2415.16,4.72,the Vons and these other elements come,thevonsandtheseotherelementscome
2417.24,5.72,in we get to be human again while at the,inwegettobehumanagainwhileatthe
2419.88,5.239,same time making it h heavily much more,sametimemakingithheavilymuchmore
2422.96,3.639,effective and efficient for the other,effectiveandefficientfortheother
2425.119,3.561,data to be shared with the place of the,datatobesharedwiththeplaceofthe
2426.599,5.24,data needs we the two can,dataneedswethetwocan
2428.68,6.04,coexist I love that,coexistilovethat
2431.839,6.76,future I think intense is still a big,futureithinkintenseisstillabig
2434.72,6.92,problem because language is lame,problembecauselanguageislame
2438.599,4.76,basically we all make up different ones,basicallyweallmakeupdifferentones
2441.64,4.679,and then within the language you have,andthenwithinthelanguageyouhave
2443.359,5.121,idioms and you have some people don't,idiomsandyouhavesomepeopledont
2446.319,5.081,learn it as well as others like they've,learnitaswellasothersliketheyve
2448.48,5.8,solved it with legal and science because,solveditwithlegalandsciencebecause
2451.4,5.12,they have over longwinded super very,theyhaveoverlongwindedsupervery
2454.28,4.48,specific wording that most people,specificwordingthatmostpeople
2456.52,3.799,wouldn't even want to read or be able to,wouldntevenwanttoreadorbeableto
2458.76,3.72,like generate out of their mouth thank,likegenerateoutoftheirmouththank
2460.319,4.721,the Germans for that yeah but you have,thegermansforthatyeahbutyouhave
2462.48,5.16,like then random people just saying,likethenrandompeoplejustsaying
2465.04,4.64,things you know like you're mad and,thingsyouknowlikeyouremadand
2467.64,4.439,you're like I'm going insane yeah it's,yourelikeimgoinginsaneyeahits
2469.68,4.399,like okay we are sending a hospital,likeokaywearesendingahospital
2472.079,3.76,ambulance to take you to the nut house,ambulancetotakeyoutothenuthouse
2474.079,3.76,we just assume you told it that or you,wejustassumeyoutolditthatoryou
2475.839,5.24,tell it to do something and like it,tellittodosomethingandlikeit
2477.839,5.081,takes the idioms literally or there's 40,takestheidiomsliterallyortheres40
2481.079,3.481,different ways that those words you,differentwaysthatthosewordsyou
2482.92,3.56,chose could get interpreted that already,chosecouldgetinterpretedthatalready
2484.56,3.48,happens with normal conversations you,happenswithnormalconversationsyou
2486.48,3.08,must have talked to someone in your life,musthavetalkedtosomeoneinyourlife
2488.04,2.799,and you say something and they didn't,andyousaysomethingandtheydidnt
2489.56,2.6,understand what you meant and then,understandwhatyoumeantandthen
2490.839,3.48,you're like oh I get why you thought,yourelikeohigetwhyyouthought
2492.16,4.24,that now or there like multiple ways to,thatnowortherelikemultiplewaysto
2494.319,3.52,interpret it and then you overcorrect,interpretitandthenyouovercorrect
2496.4,2.64,because you try to be more specific,becauseyoutrytobemorespecific
2497.839,2.881,about what you want to do and then the,aboutwhatyouwanttodoandthenthe
2499.04,3.88,more you overcorrect the more it only,moreyouovercorrectthemoreitonly
2500.72,5.16,does that one thing um and you're trying,doesthatonethingumandyouretrying
2502.92,5.159,to find a balance where it will behave,tofindabalancewhereitwillbehave
2505.88,4.719,the most optimal based on what you're,themostoptimalbasedonwhatyoure
2508.079,4.641,saying and allow people that speak in,sayingandallowpeoplethatspeakin
2510.599,5.161,like three-word sentences to still get,likethreewordsentencestostillget
2512.72,4.52,what they want um and then people that,whattheywantumandthenpeoplethat
2515.76,3.12,are more eloquent might get better,aremoreeloquentmightgetbetter
2517.24,4.8,better things out of it like definitely,betterthingsoutofitlikedefinitely
2518.88,5.32,can hang out with the chat GPT session,canhangoutwiththechatgptsession
2522.04,3.76,and convince it to do all kinds of cool,andconvinceittodoallkindsofcool
2524.2,4.68,stuff if you have the right patience for,stuffifyouhavetherightpatiencefor
2525.8,5.08,it but it takes sort of you know you,itbutittakessortofyouknowyou
2528.88,4.479,almost have to team up with it you know,almosthavetoteamupwithityouknow
2530.88,3.959,you say give me an outline if I was,yousaygivemeanoutlineifiwas
2533.359,3.081,going to do this and then it does it and,goingtodothisandthenitdoesitand
2534.839,3.52,then like look at your own outline and,thenlikelookatyourownoutlineand
2536.44,4.36,expand on it now and then it expands on,expandonitnowandthenitexpandson
2538.359,5.2,it and then like draft me an example of,itandthenlikedraftmeanexampleof
2540.8,5.96,this in Python you know it's like blah,thisinpythonyouknowitslikeblah
2543.559,5.121,spits out with python um then you say,spitsoutwithpythonumthenyousay
2546.76,3.96,does this code have any bugs in it and,doesthiscodehaveanybugsinitand
2548.68,4.36,it goes let me look yes my own code I,itgoesletmelookyesmyowncodei
2550.72,3.92,just wrote 5 seconds ago has 34 bugs in,justwrote5secondsagohas34bugsin
2553.04,4.4,it I'm like okay could you write that,itimlikeokaycouldyouwritethat
2554.64,4.439,code again so it has no bugs in it okay,codeagainsoithasnobugsinitokay
2557.44,3.96,every formatted it there are no more,everyformattedittherearenomore
2559.079,4.601,bugs does it have a security issue yes,bugsdoesithaveasecurityissueyes
2561.4,4.56,there are 17 security issues in this,thereare17securityissuesinthis
2563.68,3.919,code okay could you try again and write,codeokaycouldyoutryagainandwrite
2565.96,3.44,it so that it doesn't have that but,itsothatitdoesnthavethatbut
2567.599,4.121,every time it's getting smarter from its,everytimeitsgettingsmarterfromits
2569.4,5.28,own conversation that you had with it,ownconversationthatyouhadwithit
2571.72,5.0,but there's if you just ask it write me,buttheresifyoujustaskitwriteme
2574.68,3.28,this cool python code from the beginning,thiscoolpythoncodefromthebeginning
2576.72,4.32,you'll never never get anything that,youllnevernevergetanythingthat
2577.96,4.879,makes any sense so it takes sort of this,makesanysensesoittakessortofthis
2581.04,5.319,figuring out how,figuringouthow
2582.839,6.161,to coach it in real time that's where I,tocoachitinrealtimethatswherei
2586.359,5.641,feel that real computers are a perfect,feelthatrealcomputersareaperfect
2589.0,6.0,companion to it that can sanity,companiontoitthatcansanity
2592.0,5.48,check its behaviors and and you try and,checkitsbehaviorsandandyoutryand
2595.0,4.48,limit The Prompt everyone wants to write,limittheprompteveryonewantstowrite
2597.48,4.119,400 page prompts to tell it every,400pagepromptstotellitevery
2599.48,3.839,possible thing it ever needs to know um,possiblethingiteverneedstoknowum
2601.599,4.72,but they it's better to give it less,buttheyitsbettertogiveitless
2603.319,5.681,prompt um but just constraints instead,promptumbutjustconstraintsinstead
2606.319,4.721,like you can just say just narrow the,likeyoucanjustsayjustnarrowthe
2609.0,5.44,focus of it really good you don't know,focusofitreallygoodyoudontknow
2611.04,4.4,anything about cheep suddenly it doesn't,anythingaboutcheepsuddenlyitdoesnt
2614.44,2.44,know about cheap you tell what it,knowaboutcheapyoutellwhatit
2615.44,4.24,doesn't know instead of what it does,doesntknowinsteadofwhatitdoes
2616.88,5.36,until tell you like or you like you are,untiltellyoulikeoryoulikeyouare
2619.68,4.159,only an expert at this one thing M and,onlyanexpertatthisonethingmand
2622.24,3.079,then it starts to narrow in on it,thenitstartstonarrowinonit
2623.839,3.441,instead of like trying to tell it,insteadofliketryingtotellit
2625.319,3.76,everything it is it's almost like people,everythingitisitsalmostlikepeople
2627.28,3.4,in that way right people are it's very,inthatwayrightpeopleareitsvery
2629.079,2.961,similar to that people might know a lot,similartothatpeoplemightknowalot
2630.68,2.76,about a you know a little bit of lot but,aboutayouknowalittlebitoflotbut
2632.04,3.76,you need to find the expert that can dig,youneedtofindtheexpertthatcandig
2633.44,4.0,deep in one specific subject so do you,deepinonespecificsubjectsodoyou
2635.8,3.4,think the future of the way that some of,thinkthefutureofthewaythatsomeof
2637.44,4.639,like in the near-term future of the way,likeintheneartermfutureoftheway
2639.2,5.879,they're building llms and sort of the AI,theyrebuildingllmsandsortoftheai
2642.079,4.321,systems is it going to be more domain,systemsisitgoingtobemoredomain
2645.079,2.961,specific are we going to have these,specificarewegoingtohavethese
2646.4,2.84,large broad language models that can do,largebroadlanguagemodelsthatcando
2648.04,3.2,everything or are things going to really,everythingorarethingsgoingtoreally
2649.24,4.16,start to be funneled down specific,starttobefunneleddownspecific
2651.24,3.24,tracks I know like mixture of for those,tracksiknowlikemixtureofforthose
2653.4,2.52,of you who are into AI stuff like,ofyouwhoareintoaistufflike
2654.48,2.92,mixture of experts models where you,mixtureofexpertsmodelswhereyou
2655.92,2.8,already have this is already happening a,alreadyhavethisisalreadyhappeninga
2657.4,2.679,little bit do you think it's going to go,littlebitdoyouthinkitsgoingtogo
2658.72,2.92,more that way less that way or going to,morethatwaylessthatwayorgoingto
2660.079,4.561,going be broad,goingbebroad
2661.64,5.88,shallow yeah well I I'm a big fan of the,shallowyeahwelliimabigfanofthe
2664.64,6.12,very specific uh very quick High,veryspecificuhveryquickhigh
2667.52,6.76,performing models and I think especially,performingmodelsandithinkespecially
2670.76,6.28,in the business we are heading there uh,inthebusinessweareheadingthereuh
2674.28,5.96,but the good thing is that uh there will,butthegoodthingisthatuhtherewill
2677.04,8.48,be a lot of specific pre-trained and,bealotofspecificpretrainedand
2680.24,7.319,fine-tuned uh um specific uh AI models,finetuneduhumspecificuhaimodels
2685.52,6.36,and they will be able they are already,andtheywillbeabletheyarealready
2687.559,8.401,now be able to uh talk each others okay,nowbeabletouhtalkeachothersokay
2691.88,7.239,and so you can uh um have a you can,andsoyoucanuhumhaveayoucan
2695.96,6.2,orchestrate a lot lot of specific models,orchestratealotlotofspecificmodels
2699.119,6.841,and have a lot of scalability for very,andhavealotofscalabilityforvery
2702.16,7.48,complex task and it's performing quite,complextaskanditsperformingquite
2705.96,6.119,good compared to AI general purpose,goodcomparedtoaigeneralpurpose
2709.64,5.88,models okay which are good if you want,modelsokaywhicharegoodifyouwant
2712.079,7.161,to chat with I don't know chat jpt or,tochatwithidontknowchatjptor
2715.52,7.0,gini for general purpose but uh for,giniforgeneralpurposebutuhfor
2719.24,6.76,business I see I see the specific ones,businessiseeiseethespecificones
2722.52,6.44,very high performing and important they,veryhighperformingandimportantthey
2726.0,6.359,need to interrup for eight that was what,needtointerrupforeightthatwaswhat
2728.96,3.399,I was talking this morning,iwastalkingthismorning
2733.96,6.159,about I think the highly trained,aboutithinkthehighlytrained
